belongs_to_vendor_id,vendor_id,vendor_name,amount,a_date,b_date,days_diff,a_id,b_id,a_tx,b_tx
1,77,"CapitalOne Credit",500.00,2019-10-22,2019-10-24,2,8567,8569,1,1
1,77,"CapitalOne Credit",500.00,2019-10-22,2019-10-25,3,8567,10137,1,1
1,77,"CapitalOne Credit",500.00,2019-10-22,2019-10-25,3,8567,10139,1,1
1,77,"CapitalOne Credit",500.00,2019-10-22,2019-10-22,0,8567,10160,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-21,2019-10-23,2,8568,10136,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-21,2019-10-24,3,8568,10138,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-21,2019-10-22,1,8568,10159,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-20,2019-10-21,1,8566,8568,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-20,2019-10-23,3,8566,10136,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-20,2019-10-24,4,8566,10138,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-20,2019-10-22,2,8566,10159,1,1
1,77,"CapitalOne Credit",500.00,2019-10-17,2019-10-17,0,8563,8565,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-17,2019-10-20,3,8564,8566,1,1
1,77,"CapitalOne Credit",500.00,2019-10-17,2019-10-22,5,8563,8567,1,1
1,77,"CapitalOne Credit",500.00,2019-10-17,2019-10-22,5,8565,8567,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-17,2019-10-21,4,8564,8568,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-17,2019-10-22,5,8564,10159,1,1
1,77,"CapitalOne Credit",500.00,2019-10-17,2019-10-22,5,8563,10160,1,1
1,77,"CapitalOne Credit",500.00,2019-10-17,2019-10-22,5,8565,10160,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-16,2019-10-17,1,8562,8564,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-16,2019-10-20,4,8562,8566,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-16,2019-10-21,5,8562,8568,1,1
1,111,"7 Eleven",10.58,2019-10-15,2019-10-17,2,6406,7756,1,1
1,120,"Chicago Parking",2.00,2019-10-11,2019-10-11,0,6442,9565,1,1
1,120,"Chicago Parking",4.00,2019-10-10,2019-10-09,-1,6548,7765,1,1
1,120,"Chicago Parking",4.00,2019-10-10,2019-10-10,0,6548,7766,1,1
1,77,"CapitalOne Credit",500.00,2019-10-10,2019-10-11,1,10156,10158,1,1
1,120,"Chicago Parking",4.00,2019-10-09,2019-10-10,1,7765,7766,1,1
1,77,"CapitalOne Credit",500.00,2019-10-09,2019-10-10,1,10154,10156,1,1
1,77,"CapitalOne Credit",500.00,2019-10-09,2019-10-11,2,10154,10158,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-08,2019-10-09,1,10155,10157,1,1
1,77,"CapitalOne Credit",500.00,2019-10-07,2019-10-09,2,10152,10154,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-07,2019-10-08,1,10153,10155,1,1
1,77,"CapitalOne Credit",500.00,2019-10-07,2019-10-10,3,10152,10156,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-07,2019-10-09,2,10153,10157,1,1
1,77,"CapitalOne Credit",500.00,2019-10-07,2019-10-11,4,10152,10158,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-05,2019-10-07,2,10151,10153,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-05,2019-10-08,3,10151,10155,1,1
1,77,"CapitalOne Credit",-500.00,2019-10-05,2019-10-09,4,10151,10157,1,1
1,163,Groot,18.75,2019-10-01,2019-09-27,-4,6341,6372,1,0
1,53,Houzz,500.00,2019-09-30,2019-09-30,0,7812,7813,0,1
1,77,"CapitalOne Credit",200.00,2019-09-23,2019-09-23,0,6263,6268,0,1
1,9,"Dunkin Donuts",3.76,2019-09-20,2019-09-19,-1,6299,6759,1,1
1,120,"Chicago Parking",20.00,2019-07-26,2019-07-25,-1,6157,6159,1,1
1,120,"Chicago Parking",4.00,2019-07-26,2019-07-25,-1,6158,6160,1,1
1,120,"Chicago Parking",4.00,2019-07-26,2019-07-24,-2,6158,6161,1,1
1,120,"Chicago Parking",4.00,2019-07-26,2019-07-23,-3,6158,6162,1,1
1,120,"Chicago Parking",4.00,2019-07-26,2019-07-22,-4,6158,6163,1,1
1,120,"Chicago Parking",20.00,2019-07-26,2019-07-23,-3,6157,6166,1,1
1,120,"Chicago Parking",4.00,2019-07-25,2019-07-24,-1,6160,6161,1,1
1,120,"Chicago Parking",4.00,2019-07-25,2019-07-23,-2,6160,6162,1,1
1,120,"Chicago Parking",4.00,2019-07-25,2019-07-22,-3,6160,6163,1,1
1,120,"Chicago Parking",20.00,2019-07-25,2019-07-23,-2,6159,6166,1,1
1,120,"Chicago Parking",4.00,2019-07-24,2019-07-23,-1,6161,6162,1,1
1,120,"Chicago Parking",4.00,2019-07-24,2019-07-22,-2,6161,6163,1,1
1,120,"Chicago Parking",4.00,2019-07-23,2019-07-22,-1,6162,6163,1,1
1,77,"CapitalOne Credit",200.00,2019-07-22,2019-07-22,0,5805,6147,0,1
1,53,Houzz,750.00,2019-07-14,2019-07-18,4,5618,5630,1,1
1,8,"Home Depot",21.91,2019-06-11,2019-06-11,0,5419,5421,1,0
1,77,"CapitalOne Credit",500.00,2019-06-11,2019-06-16,5,5432,5438,1,1
1,120,"Chicago Parking",4.00,2019-06-10,2019-06-07,-3,5398,5400,1,1
1,120,"Chicago Parking",20.00,2019-06-06,2019-06-07,1,5368,5399,1,1
1,8,"Home Depot",1.39,2019-06-04,2019-06-04,0,5345,5391,0,0
1,120,"Chicago Parking",4.00,2019-06-03,2019-06-07,4,5369,5400,1,1
1,24,JCLicht,290.66,2019-05-15,2019-05-14,-1,5265,5266,1,0
1,8,"Home Depot",5.81,2019-04-25,2019-04-25,0,5094,5130,1,0
1,163,Groot,18.75,2019-04-22,2019-04-22,0,5103,5104,1,1
1,163,Groot,18.75,2019-03-26,2019-03-27,1,4971,4972,1,0
1,163,Groot,18.75,2019-03-19,2019-03-18,-1,4933,4934,0,1
1,120,"Chicago Parking",4.00,2019-03-15,2019-03-12,-3,5799,5800,1,1
1,77,"CapitalOne Credit",1000.00,2019-03-12,2019-03-14,2,8453,10129,1,1
1,77,"CapitalOne Credit",-1000.00,2019-03-11,2019-03-10,-1,8452,10128,1,1
1,35,"Estimate Rocket",45.00,2019-01-27,2019-01-27,0,4524,4795,1,0
1,8,"Home Depot",-83.36,2019-01-15,2019-01-15,0,4267,4291,1,0
1,230,"Berlin Bar",21.00,2019-01-07,2019-01-07,0,4302,4303,1,1
1,230,"Berlin Bar",21.00,2019-01-07,2019-01-07,0,4302,4304,1,1
1,230,"Berlin Bar",21.00,2019-01-07,2019-01-07,0,4303,4304,1,1
1,300,"Polish & Slavic FCU",-0.01,2018-12-31,2018-12-31,0,17427,17428,1,1
1,8,"Home Depot",30.86,2018-12-19,2018-12-21,2,4026,4042,1,1
1,300,"Polish & Slavic FCU",-0.02,2018-11-30,2018-11-30,0,17438,17439,1,1
1,46,Citicards,500.00,2018-11-19,2018-11-21,2,5697,7839,1,1
1,77,"CapitalOne Credit",1000.00,2018-11-15,2018-11-19,4,8445,8447,1,1
1,77,"CapitalOne Credit",-1000.00,2018-11-14,2018-11-17,3,8444,8446,1,1
1,8,"Home Depot",-33.09,2018-10-18,2018-10-17,-1,3459,3550,1,0
1,8,"Home Depot",91.29,2018-10-15,2018-10-16,1,3412,3430,1,1
1,8,"Home Depot",32.90,2018-10-11,2018-10-12,1,3390,3399,0,1
1,8,"Home Depot",114.84,2018-10-02,2018-10-02,0,3304,3308,1,1
1,8,"Home Depot",114.84,2018-09-28,2018-10-02,4,3292,3304,1,1
1,8,"Home Depot",114.84,2018-09-28,2018-10-02,4,3292,3308,1,1
1,260,"A&h Turf & Specialties",66.90,2018-09-24,2018-09-21,-3,5998,5999,1,1
1,54,Amazon,-62.73,2018-08-29,2018-08-31,2,3106,3128,1,0
1,54,Amazon,-73.50,2018-08-29,2018-08-31,2,3107,3129,1,0
1,138,"C&D Recycling LLC",38.50,2018-08-17,2018-08-17,0,2964,2965,0,0
1,46,Citicards,500.00,2018-08-17,2018-08-22,5,5700,5711,1,1
1,220,Ebay,2.66,2018-08-08,2018-08-07,-1,4649,4650,1,1
1,220,Ebay,2.66,2018-08-08,2018-08-03,-5,4649,4651,1,1
1,220,Ebay,2.66,2018-08-08,2018-08-03,-5,4649,4652,1,1
1,220,Ebay,2.66,2018-08-07,2018-08-03,-4,4650,4651,1,1
1,220,Ebay,2.66,2018-08-07,2018-08-03,-4,4650,4652,1,1
1,24,JCLicht,43.74,2018-08-06,2018-08-08,2,2938,2939,0,0
1,9,"Dunkin Donuts",6.10,2018-08-06,2018-08-07,1,2933,9455,1,1
1,220,Ebay,2.66,2018-08-03,2018-08-03,0,4651,4652,1,1
1,54,Amazon,9.55,2018-08-02,2018-08-05,3,2693,2707,1,1
1,13,"Floor & Decor",50.53,2018-07-23,2018-07-24,1,2672,2673,1,1
1,8,"Home Depot",160.13,2018-06-07,2018-06-07,0,2362,2429,0,0
1,46,Citicards,1500.00,2018-05-29,2018-05-29,0,2900,2901,1,1
1,46,Citicards,500.00,2018-05-23,2018-05-23,0,2891,2892,1,1
1,8,"Home Depot",116.46,2018-05-17,2018-05-17,0,2283,2325,0,0
1,8,"Home Depot",11.52,2018-05-04,2018-05-08,4,2222,2243,1,1
1,77,"CapitalOne Credit",1500.00,2018-04-23,2018-04-18,-5,2898,2899,1,1
1,77,"CapitalOne Credit",-1500.00,2018-04-21,2018-04-17,-4,2759,2760,1,1
1,46,Citicards,500.00,2018-03-23,2018-03-19,-4,2890,2893,1,1
1,77,"CapitalOne Credit",-1000.00,2018-03-12,2018-03-16,4,8434,8436,1,1
1,46,Citicards,500.00,2018-02-21,2018-02-20,-1,2841,2842,1,1
1,120,"Chicago Parking",2.00,2018-02-08,2018-02-08,0,1801,1808,0,0
1,120,"Chicago Parking",2.00,2018-02-08,2018-02-08,0,1801,1833,0,0
1,120,"Chicago Parking",2.00,2018-02-08,2018-02-08,0,1808,1833,0,0
1,120,"Chicago Parking",2.00,2018-02-08,2018-02-08,0,1801,1835,0,0
1,120,"Chicago Parking",2.00,2018-02-08,2018-02-08,0,1808,1835,0,0
1,120,"Chicago Parking",2.00,2018-02-08,2018-02-08,0,1833,1835,0,0
1,147,"Castro Hand Car Wash",25.00,2018-02-01,2018-02-02,1,2406,4479,0,1
1,120,"Chicago Parking",1.00,2018-01-31,2018-01-31,0,2416,7762,1,1
1,77,"CapitalOne Credit",1000.00,2018-01-08,2018-01-04,-4,7233,8423,1,1
1,77,"CapitalOne Credit",1000.00,2018-01-08,2018-01-08,0,7233,8425,1,1
1,77,"CapitalOne Credit",-1000.00,2018-01-08,2018-01-08,0,8424,8426,1,1
1,77,"CapitalOne Credit",1000.00,2018-01-08,2018-01-08,0,7233,8427,1,1
1,77,"CapitalOne Credit",1000.00,2018-01-08,2018-01-08,0,8425,8427,1,1
1,77,"CapitalOne Credit",1000.00,2018-01-04,2018-01-08,4,8423,8425,1,1
1,77,"CapitalOne Credit",1000.00,2018-01-04,2018-01-08,4,8423,8427,1,1
1,77,"CapitalOne Credit",-1000.00,2018-01-03,2018-01-08,5,8422,8424,1,1
1,77,"CapitalOne Credit",-1000.00,2018-01-03,2018-01-08,5,8422,8426,1,1
1,13,"Floor & Decor",53.48,2017-12-31,2018-01-03,3,1569,1582,1,1
1,262,Shell,60.90,2017-12-18,2017-12-18,0,1544,1606,0,0
1,8,"Home Depot",18.68,2017-12-05,2017-12-10,5,1301,1311,0,0
1,8,"Home Depot",1.51,2017-11-20,2017-11-20,0,1216,1447,0,0
1,97,"Illinois Tollway",40.00,2017-10-22,2017-10-24,2,1232,1429,0,0
1,8,"Home Depot",259.70,2017-10-16,2017-10-16,0,1044,1348,0,0
1,8,"Home Depot",71.80,2017-10-13,2017-10-13,0,1027,1326,0,0
1,8,"Home Depot",28.30,2017-10-12,2017-10-12,0,1022,1426,0,0
1,8,"Home Depot",96.50,2017-10-09,2017-10-09,0,961,1325,0,0
1,8,"Home Depot",14.90,2017-10-05,2017-10-05,0,950,1323,0,0
1,8,"Home Depot",72.85,2017-09-30,2017-10-02,2,890,1420,0,0
1,97,"Illinois Tollway",40.00,2017-09-28,2017-10-02,4,1233,1416,0,0
1,8,"Home Depot",141.90,2017-09-27,2017-10-02,5,946,1417,0,0
1,8,"Home Depot",79.10,2017-09-25,2017-09-25,0,898,1331,0,0
1,54,Amazon,23.97,2017-09-15,2017-09-17,2,709,710,0,0
1,8,"Home Depot",18.00,2017-08-30,2017-08-30,0,615,1028,0,0
1,8,"Home Depot",12.23,2017-08-28,2017-08-29,1,634,996,0,0
1,10,Menards,7.42,2017-08-15,2017-08-15,0,644,1457,0,0
1,54,Amazon,-45.00,2017-07-24,2017-07-26,2,3207,3208,0,0
1,8,"Home Depot",80.42,2017-07-17,2017-07-17,0,364,1401,0,0
1,46,Citicards,500.00,2017-06-19,2017-06-21,2,1385,1389,0,0
1,10,Menards,36.00,2017-06-01,2017-06-01,0,125,1378,0,0
1,23,IDLEWOOD,45.07,2017-05-31,2017-05-31,0,119,120,0,0
